0,61570.77
1,61570.77
2,61570.77
3,61570.77
4,61573.51
5,61573.51
6,61574.1
7,61574.11
8,61581.43
9,61581.43
10,61574.17
11,61570.32
12,61570.32
13,61570.32
14,61574.17
15,61571.85
16,61566.03
17,61566.02
18,61566.03
19,61566.03
20,61566.02
21,61566.02
22,61566.02
23,61566.02
24,61565.6
25,61565.6
26,61565.61
27,61565.61
28,61565.6
29,61565.61
30,61565.61
31,61566.02
32,61566.02
33,61566.02
34,61566.03
35,61566.02
36,61566.02
37,61566.02
38,61580.0
39,61587.0
40,61587.0
41,61587.0
42,61585.66
43,61585.66
44,61585.65
45,61585.65
46,61587.0
47,61587.0
48,61587.01
49,61587.01
50,61587.01
51,61588.39
52,61606.99
53,61606.99
54,61606.99
55,61606.99
56,61606.99
57,61606.99
58,61607.35
59,61607.35
60,61607.35
61,61595.24
62,61590.01
63,61590.0
64,61590.0
65,61583.7
66,61609.92
67,61609.92
68,61609.92
69,61607.35
70,61609.96
71,61609.96
72,61609.96
73,61609.98
74,61607.2
75,61607.19
76,61610.0
77,61610.0
78,61610.0
79,61610.0
80,61610.0
81,61610.73
82,61610.73
83,61610.74
84,61610.73
85,61610.74
86,61610.74
87,61610.74
88,61606.78
89,61606.78
90,61606.77
91,61606.77
92,61611.02
93,61607.89
94,61594.65
95,61594.62
96,61594.62
97,61593.68
98,61593.68
99,61593.68
100,61593.68
101,61593.68
102,61593.67
103,61594.65
104,61594.65
105,61594.65
106,61594.65
107,61594.65
108,61592.36
109,61592.36
110,61592.35
111,61592.36
112,61592.36
113,61592.36
114,61592.35
115,61592.35
116,61592.35
117,61592.35
118,61592.35
119,61592.35
120,61592.35
121,61581.99
122,61581.99
123,61578.57
124,61592.37
125,61592.36
126,61592.36
127,61592.36
128,61592.36
129,61583.7
130,61583.7
131,61583.7
132,61583.7
133,61583.7
134,61583.7
135,61583.7
136,61583.7
137,61583.69
138,61583.7
139,61583.7
140,61583.69
141,61583.69
142,61583.69
143,61583.7
144,61583.7
145,61583.7
146,61583.7
147,61587.4
148,61590.51
149,61583.32
150,61583.32
151,61590.52
152,61590.51
153,61590.51
154,61590.51
155,61590.51
156,61590.51
157,61590.51
158,61590.51
159,61590.51
160,61590.51
161,61590.51
162,61590.51
163,61571.45
164,61580.79
165,61590.51
166,61590.51
167,61580.75
168,61579.41
169,61579.42
170,61579.41
171,61579.41
172,61576.58
173,61570.77
174,61570.77
175,61570.77
176,61570.76
177,61566.02
178,61566.02
179,61566.02
180,61565.6
181,61565.6
182,61565.6
183,61565.6
184,61565.6
185,61565.6
