0,57533.82
1,57533.82
2,57533.82
3,57533.82
4,57533.82
5,57533.75
6,57533.76
7,57533.75
8,57511.04
9,57511.04
10,57511.04
11,57511.04
12,57511.04
13,57522.02
14,57521.99
15,57527.79
16,57527.76
17,57527.65
18,57527.65
19,57527.65
20,57526.57
21,57526.57
22,57526.57
23,57526.03
24,57517.1
25,57517.1
26,57517.1
27,57517.1
28,57515.41
29,57515.41
30,57515.41
31,57515.41
32,57515.41
33,57516.11
34,57514.2
35,57514.2
36,57514.2
37,57523.89
38,57523.89
39,57523.89
40,57516.13
41,57516.13
42,57516.13
43,57514.01
44,57514.0
45,57500.01
46,57500.0
47,57500.01
48,57500.0
49,57500.0
50,57500.0
51,57500.0
52,57500.0
53,57500.0
54,57499.74
55,57499.74
56,57498.18
57,57498.18
58,57498.18
59,57489.44
60,57489.44
61,57489.44
62,57489.44
63,57489.44
64,57489.44
65,57489.44
66,57489.44
67,57491.1
68,57485.29
69,57485.29
70,57485.29
71,57485.29
72,57485.29
73,57485.29
74,57485.29
75,57490.1
76,57499.99
77,57499.99
78,57499.99
79,57499.99
80,57503.25
81,57502.82
82,57504.38
83,57500.04
84,57504.31
85,57504.31
86,57504.31
87,57504.31
88,57504.31
89,57504.31
90,57504.31
91,57504.31
92,57504.56
93,57503.14
94,57503.14
95,57500.24
96,57500.28
97,57500.28
98,57500.28
99,57500.28
100,57487.82
101,57482.65
102,57480.91
103,57480.91
104,57480.91
105,57480.91
106,57478.11
107,57478.11
108,57477.68
109,57460.01
110,57460.01
111,57460.01
112,57460.01
113,57460.01
114,57460.01
115,57460.01
116,57460.01
117,57456.1
118,57456.1
119,57456.1
120,57456.1
121,57456.1
122,57456.09
123,57456.1
124,57456.1
125,57456.1
126,57456.1
127,57456.1
128,57456.1
129,57456.1
130,57456.1
131,57456.1
132,57456.1
133,57456.1
134,57456.1
135,57456.1
136,57456.1
137,57456.1
138,57460.25
139,57460.25
140,57460.25
141,57468.62
142,57468.62
143,57468.62
144,57468.62
145,57468.37
146,57468.37
147,57468.37
148,57468.37
149,57468.37
150,57468.37
151,57468.37
152,57465.43
153,57465.43
154,57465.43
155,57465.43
156,57465.43
